Id,Age,Gender,Marital_status,Numofcomp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime_week,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
112,19-26,Male,Single,0-2',5,3.5-7K,25-50%,24/7 Operation,No,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Unemployed/Resigned,3,Yes,Yes,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
113,27-33,Female,Married,6-8',8 Above,10-15K,25-50%,24/7 Operation,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,4,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
114,27-33,Female,Single,0-2',8,15K Above,<25%,Mon-Fri,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
115,27-33,Female,Single,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
116,27-33,Female,Single,9 Above,8,10-15K,75-100%,Flexible Hours,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More Than 12 Days,Yes,No,No,No,2000 to 5000,High,High,High,No
117,27-33,Female,Married,3-5',8,7-10K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
118,19-26,Male,Married,0-2',2,3.5-7K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,3,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,Yes
119,19-26,Male,Single,0-2',5,3.5-7K,25-50%,24/7 Operation,Yes,No,Contract,Yes,Town,Average,High Cost,No,Working,5,Yes,No,No,No,No,More Than 12 Days,No,Yes,No,Yes,2000 to 5000,High,High,High,No
120,19-26,Male,Single,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
121,27-33,Male,Single,3-5',5,7-10K,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,Low,High,No
122,19-26,Male,Single,0-2',5,3.5-7K,<25%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,Low,High,High,No
123,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
124,19-26,Female,Single,0-2',8,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
125,27-33,Female,Single,3-5',5,3.5-7K,50-75%,Flexible Hours,Yes,Yes,Permanant,Yes,Town,Average,Low Cost,No,Working,2,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,No,500 to 2000,High,High,High,No
126,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,Low,High,High,No
127,27-33,Female,Single,0-2',8,3.5-7K,Above 100%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Average,High Cost,Yes,Working,4,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,No,No,2000 to 5000,High,High,High,Yes
128,19-26,Male,Single,0-2',2,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Near,Average,Yes,Working,3,No,No,No,No,Yes,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
129,34-40,Male,Single,6-8',8,10-15K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,Low,High,Yes
130,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
131,27-33,Female,Married,0-2',8,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
132,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Unemployed/Resigned,1,No,No,Yes,No,No,Less Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,No
133,27-33,Male,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Far,High Cost,No,Working,1,No,No,Yes,Yes,Yes,More Than 12 Days,Yes,No,No,Yes,More Than 5000,High,High,High,No
134,27-33,Female,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
135,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
136,27-33,Male,Single,0-2',5,10-15K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
137,27-33,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,Yes,Working,1,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
138,27-33,Male,Single,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,High Cost,No,Unemployed/Resigned,3,Yes,No,No,Yes,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,Low,High,No
139,27-33,Female,Single,6-8',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,Yes,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
140,27-33,Female,Single,3-5',8 Above,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,High Cost,Yes,Working,1,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
141,27-33,Male,Married,0-2',5,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
142,27-33,Female,Single,0-2',5,7-10K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,High Cost,No,Working,1,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,No
143,27-33,Male,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,Yes,Business Centre,Far,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
144,19-26,Female,Married,0-2',2,3.5-7K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,No,No,Yes,Yes,2000 to 5000,High,High,High,Yes
145,27-33,Female,Single,3-5',5,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Average,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,Yes,Yes,2000 to 5000,High,Low,High,Yes
146,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
147,27-33,Female,Married,3-5',5,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Average,Low Cost,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,Yes,Yes,2000 to 5000,High,Low,High,Yes
148,27-33,Male,Single,0-2',5,7-10K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
149,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
150,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
151,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
152,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,Low,High,High,No
153,34-40,Female,Single,6-8',8 Above,7-10K,50-75%,Mon-Fri,Yes,No,Permanant,Yes,Business Centre,Average,High Cost,No,Working,5,Yes,No,No,No,Yes,More Than 12 Days,Yes,Yes,Yes,Yes,More Than 5000,High,High,High,Yes
154,27-33,Male,Single,0-2',5,7-10K,25-50%,24/7 Operation,No,No,Permanant,No,Business Centre,Near,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,No
155,27-33,Female,Married,3-5',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,500 to 2000,High,High,High,Yes
156,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
157,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
158,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Working,5,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,Low,High,No
159,27-33,Female,Single,9 Above,8,10-15K,75-100%,Flexible Hours,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More Than 12 Days,Yes,No,No,No,2000 to 5000,High,High,High,No
160,19-26,Male,Married,0-2',2,3.5-7K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,3,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,Yes
161,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
162,27-33,Male,Single,3-5',5,7-10K,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,Low,High,No
163,27-33,Male,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,2,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
164,27-33,Female,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
165,19-26,Female,Married,0-2',5,3.5-7K,50-75%,24/7 Operation,Yes,Yes,Permanant,No,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,No,More Than 12 Days,No,Yes,No,No,More Than 5000,High,High,High,No
166,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
167,40 Above,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,No,More Than 5000,High,Low,High,Yes
168,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,2,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
169,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Unemployed/Resigned,1,No,No,Yes,No,No,Less Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,No
170,34-40,Female,Married,3-5',8,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,No
171,27-33,Female,Married,0-2',5,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt Town,Near,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
172,34-40,Male,Married,3-5',8 Above,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
173,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
174,34-40,Male,Single,3-5',5,15K Above,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Near,High Cost,No,Working,2,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,Low,High,No
175,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
176,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
177,27-33,Male,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
178,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
179,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
180,27-33,Female,Single,3-5',5,3.5-7K,50-75%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,Yes,Yes,No,No,More Than 12 Days,No,No,Yes,Yes,2000 to 5000,High,High,High,Yes
181,19-26,Male,Married,0-2',2,3.5-7K,<25%,Flexible Hours,No,No,Permanant,No,Town,Average,Average,Yes,Unemployed/Resigned,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
182,19-26,Male,Single,3-5',2,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
183,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
184,34-40,Male,Married,9 Above,8 Above,10-15K,75-100%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
185,19-26,Female,Single,3-5',2,3.5-7K,<25%,Flexible Hours,Yes,No,Permanant,No,Town,Average,Average,Yes,Working,2,No,No,Yes,Yes,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
186,34-40,Male,Single,6-8',8,10-15K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,Low,High,Yes
187,34-40,Male,Married,9 Above,8 Above,10-15K,75-100%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
188,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,No,Town,Average,Low Cost,No,Unemployed/Resigned,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
189,27-33,Male,Married,0-2',5,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
190,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
191,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
192,19-26,Female,Married,0-2',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
193,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
194,27-33,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,Yes,Working,1,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
195,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
196,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
197,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
198,27-33,Female,Married,3-5',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,500 to 2000,High,High,High,Yes
199,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
200,19-26,Female,Married,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Centre,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
201,19-26,Female,Single,0-2',8,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
202,34-40,Female,Married,6-8',8,10-15K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,5,No,No,No,No,No,More Than 12 Days,No,Yes,No,Yes,Less Than 200,High,Low,High,No
203,19-26,Male,Single,0-2',8,3.5-7K,Above 100%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,High Cost,No,Working,4,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
204,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
205,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
206,19-26,Male,Married,0-2',2,3.5-7K,<25%,Flexible Hours,No,No,Permanant,No,Town,Average,Average,Yes,Unemployed/Resigned,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
207,19-26,Male,Single,3-5',2,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
208,27-33,Female,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Centre,Near,High Cost,No,Working,5,No,No,No,No,Yes,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
209,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
210,27-33,Male,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
211,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
212,19-26,Female,Single,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,Yes,Business Centre,Far,High Cost,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
213,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
214,19-26,Female,Single,3-5',5,3.5-7K,25-50%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
215,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
216,19-26,Female,Married,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Centre,Average,High Cost,Yes,Working,5,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,No
217,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
218,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
219,19-26,Male,Single,0-2',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
220,27-33,Female,Single,6-8',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,Yes,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
221,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
222,34-40,Female,Married,6-8',8,10-15K,50-75%,24/7 Operation,No,Yes,Permanant,Yes,Outskirt Town,Far,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,No
223,27-33,Male,Single,0-2',5,7-10K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
224,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
